Index,geohash,latitude,longitude,day,timestamp,hour,minute,time_slot,is_peak,time_period,RoadType,NumberofLanes,LargeVehicles,Landmarks,Temperature,Weather,demand
42,qp0907,-5.42999267578125,90.7196044921875,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,22.78211209217337,Sunny,0.0098409057395842
43,qp090e,-5.42999267578125,90.7305908203125,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,16.77558361355027,Foggy,0.0956787131079451
44,qp0945,-5.42999267578125,90.7965087890625,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,24.6618428435877,Sunny,0.0377529692891855
45,qp0957,-5.42999267578125,90.8514404296875,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,22.19329466143129,Sunny,0.0058714727900774
46,qp09h5,-5.42999267578125,90.8843994140625,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,17.331039338762622,Foggy,0.0242471248985706
47,qp03ps,-5.42449951171875,90.6866455078125,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,14.16741045432556,Foggy,0.0091907417353093
48,qp094k,-5.42449951171875,90.8074951171875,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,9.49519857624944,Rainy,0.0032289522141094
49,qp094u,-5.42449951171875,90.8294677734375,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,15.899204844631244,Foggy,0.0050898738793403
50,qp095k,-5.42449951171875,90.8514404296875,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,15.53374657832914,Foggy,0.0489337124363825
51,qp095s,-5.42449951171875,90.8624267578125,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,8.560095137613802,Rainy,0.006016012501686
52,qp09hh,-5.42449951171875,90.8843994140625,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,12.915038566095143,Rainy,0.0242406169720421
53,qp09hs,-5.42449951171875,90.9063720703125,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,7.001167553544823,Rainy,0.050291695756294
54,qp09jk,-5.42449951171875,90.9393310546875,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,7.43322417938726,Rainy,0.0216871474754915
55,qp090m,-5.41900634765625,90.7196044921875,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,18.352740190042493,Foggy,0.0271842884360591
56,qp090t,-5.41900634765625,90.7305908203125,48,0:0,0,0,0,0,Night,Street,1,Not Allowed,Yes,13.217287468487726,Rainy,0.271214984125993
57,qp091t,-5.41900634765625,90.7745361328125,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,20.88038261796644,Sunny,0.04153877642129
58,qp094j,-5.41900634765625,90.7965087890625,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,25.895786352847463,Sunny,0.0125820485726579
59,qp095j,-5.41900634765625,90.8404541015625,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,13.184334181172016,Rainy,0.0196171918846455
60,qp095m,-5.41900634765625,90.8514404296875,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,26.09274752228545,Sunny,0.0204823479473542
61,qp095v,-5.41900634765625,90.8734130859375,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,0.4993619896977446,Snowy,0.0279674813815603
62,qp09hj,-5.41900634765625,90.8843994140625,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,16.200877676092066,Sunny,0.1101754817771966
63,qp09hm,-5.41900634765625,90.8953857421875,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,18.67837688631393,Foggy,0.0564348471684091
64,qp09ht,-5.41900634765625,90.9063720703125,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,9.140847501327311,Rainy,0.0624166733508955
65,qp09hv,-5.41900634765625,90.9173583984375,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,12.411278993797817,Rainy,0.1186887296030999
66,qp09jv,-5.41900634765625,90.9613037109375,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,13.902481322282863,Rainy,0.0038551576970718
67,qp03jq,-5.41351318359375,90.5877685546875,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,12.241209279170029,Rainy,0.0078582615121868
68,qp03jw,-5.41351318359375,90.5987548828125,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,26.74268962344645,Sunny,0.0244578324092644
69,qp03jy,-5.41351318359375,90.6097412109375,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,28.190773329564163,Sunny,0.0240074679481412
70,qp03nq,-5.41351318359375,90.6317138671875,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,16.274542078824833,Foggy,0.012561494937501
71,qp03nw,-5.41351318359375,90.6427001953125,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,3.7355808295990016,Snowy,0.0067441414144705
72,qp03ny,-5.41351318359375,90.6536865234375,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,17.070180941097277,Foggy,0.0217606352242184
73,qp03pq,-5.41351318359375,90.6756591796875,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,22.967083156816344,Sunny,0.0101306990881377
74,qp03pw,-5.41351318359375,90.6866455078125,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,15.33358063881723,Foggy,0.0105134664743811
75,qp03py,-5.41351318359375,90.6976318359375,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,12.834082295529926,Rainy,0.0146997015596842
76,qp090n,-5.41351318359375,90.7086181640625,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,12.518268908591995,Rainy,0.0078983055805692
77,qp090q,-5.41351318359375,90.7196044921875,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,24.696448511454,Sunny,0.0078025245726464
78,qp090w,-5.41351318359375,90.7305908203125,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,-3.201481073562725,Snowy,0.0149851055718371
79,qp091q,-5.41351318359375,90.7635498046875,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,13.760743871548346,Rainy,0.0106416363125979
80,qp091y,-5.41351318359375,90.7855224609375,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,18.651917745516258,Foggy,0.0025202323365444
81,qp094n,-5.41351318359375,90.7965087890625,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,24.776188615931204,Sunny,0.0640961209115792
82,qp094q,-5.41351318359375,90.8074951171875,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,13.137448203992989,Rainy,0.0773296051129645
83,qp094y,-5.41351318359375,90.8294677734375,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,28.345252975072,Sunny,0.0249798256872105
84,qp095n,-5.41351318359375,90.8404541015625,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,14.059560084163358,Foggy,0.0096343662928541
85,qp095q,-5.41351318359375,90.8514404296875,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,16.601203909829355,Foggy,0.0891386484086912
86,qp095w,-5.41351318359375,90.8624267578125,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,13.77818461582946,Rainy,0.0787140659983864
87,qp095y,-5.41351318359375,90.8734130859375,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,11.170086893455158,Rainy,0.0093036287212057
88,qp09hn,-5.41351318359375,90.8843994140625,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,19.77047394943787,Sunny,0.0073803595597292
89,qp09hq,-5.41351318359375,90.8953857421875,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,4.427161673875768,Snowy,0.0098706099070967
90,qp09hy,-5.41351318359375,90.9173583984375,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,7.675975021500081,Rainy,0.0380947508965134
91,qp09jq,-5.41351318359375,90.9393310546875,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,13.1379564815339,Rainy,0.1043509874386532
92,qp03jr,-5.40802001953125,90.5877685546875,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,13.242242892146471,Rainy,0.0009032998982759
93,qp03jx,-5.40802001953125,90.5987548828125,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,15.239913180401173,Sunny,0.0124620342846438
94,qp03nx,-5.40802001953125,90.6427001953125,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,17.045459263007857,Foggy,0.0313254291766857
95,qp03nz,-5.40802001953125,90.6536865234375,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,26.433083266679915,Sunny,0.0735736617247824
96,qp03pp,-5.40802001953125,90.6646728515625,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,27.41759356333964,Sunny,0.0334086670471249
97,qp03pr,-5.40802001953125,90.6756591796875,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,20.290262278504656,Sunny,0.0759339816366685
98,qp03px,-5.40802001953125,90.6866455078125,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,10.094868088075676,Rainy,0.0344768452400494
99,qp03pz,-5.40802001953125,90.6976318359375,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,8.267343974598834,Rainy,0.0188995942686765
100,qp090p,-5.40802001953125,90.7086181640625,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,13.94277417834783,Rainy,0.0028529547653869
101,qp090r,-5.40802001953125,90.7196044921875,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,16.091882430784896,Foggy,0.0002359971465186
102,qp090x,-5.40802001953125,90.7305908203125,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,8.634276447286915,Rainy,0.018841491155715
103,qp091z,-5.40802001953125,90.7855224609375,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,24.761379619926373,Sunny,0.0310672244089177
104,qp094p,-5.40802001953125,90.7965087890625,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,14.49056474957824,Foggy,0.0193213910518489
105,qp094r,-5.40802001953125,90.8074951171875,48,0:0,0,0,0,0,Night,Street,1,Not Allowed,Yes,24.97769502928144,Sunny,0.2205765733158165
106,qp094x,-5.40802001953125,90.8184814453125,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,15.577556506644092,Foggy,0.0790359605904772
107,qp094z,-5.40802001953125,90.8294677734375,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,16.706107803250095,Foggy,0.0127643837867669
108,qp095r,-5.40802001953125,90.8514404296875,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,17.002460101600605,Foggy,0.1100937186469649
109,qp095x,-5.40802001953125,90.8624267578125,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,5.511214422507402,Snowy,0.0392264585611094
110,qp095z,-5.40802001953125,90.8734130859375,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,16.214132345485993,Foggy,0.008519356495351
111,qp09hp,-5.40802001953125,90.8843994140625,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,26.679584570371,Sunny,0.0065813522867585
112,qp09hr,-5.40802001953125,90.8953857421875,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,17.769475595138587,Foggy,1.3729222259441756e-05
113,qp09jp,-5.40802001953125,90.9283447265625,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,4.676950391218972,Snowy,0.0341568801493187
114,qp03m2,-5.40252685546875,90.5877685546875,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,18.443853009045725,Foggy,0.0016988155268486
115,qp03mb,-5.40252685546875,90.6097412109375,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,20.145781608060624,Sunny,0.0254457346714852
116,qp03q0,-5.40252685546875,90.6207275390625,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,23.756889967151544,Sunny,0.011307898425588
117,qp03q2,-5.40252685546875,90.6317138671875,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,29.43178803724542,Sunny,0.0243690266638168
118,qp03q8,-5.40252685546875,90.6427001953125,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,18.43562191369352,Foggy,0.0332647701029937
119,qp03qb,-5.40252685546875,90.6536865234375,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,22.14733984186143,Sunny,0.0378224671608451
120,qp03r0,-5.40252685546875,90.6646728515625,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,34.40757527788561,Sunny,0.0322491055490283
121,qp03r2,-5.40252685546875,90.6756591796875,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,16.251660157519197,Foggy,0.1207021894972487
122,qp03r8,-5.40252685546875,90.6866455078125,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,11.206771339854832,Rainy,0.0165892729686371
123,qp0920,-5.40252685546875,90.7086181640625,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,25.38053634586532,Sunny,0.0214943644598039
124,qp0922,-5.40252685546875,90.7196044921875,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,16.774576798756346,Foggy,0.0066036734175364
125,qp0928,-5.40252685546875,90.7305908203125,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,5.627777006393272,Snowy,0.0387115053942447
126,qp093b,-5.40252685546875,90.7855224609375,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,22.43773777114245,Sunny,0.0121045914886123
127,qp0962,-5.40252685546875,90.8074951171875,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,13.61876381434296,Rainy,0.0767498221116265
128,qp096b,-5.40252685546875,90.8294677734375,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,18.008568596453056,Foggy,0.0373980628791777
129,qp0970,-5.40252685546875,90.8404541015625,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,20.468298448497407,Sunny,0.0350334476829627
130,qp0972,-5.40252685546875,90.8514404296875,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,19.55263542853234,Sunny,0.0606419448409315
131,qp097b,-5.40252685546875,90.8734130859375,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,20.92216486027303,Sunny,0.001249008881046
132,qp09k2,-5.40252685546875,90.8953857421875,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,16.85507401499071,Foggy,0.0873774290946747
133,qp09m0,-5.40252685546875,90.9283447265625,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,26.478893224925063,Sunny,0.010050437901404
134,qp09m2,-5.40252685546875,90.9393310546875,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,12.234549741956556,Rainy,0.0369235429511076
135,qp03m3,-5.39703369140625,90.5877685546875,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,16.81078731078643,Foggy,0.0103321920968163
136,qp03q1,-5.39703369140625,90.6207275390625,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,7.947022255650017,Rainy,0.0115040011214674
137,qp03q3,-5.39703369140625,90.6317138671875,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,20.28121017636245,Sunny,0.0561827376706522
138,qp03q9,-5.39703369140625,90.6427001953125,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,13.254865173530051,Rainy,0.0614068757172251
139,qp03qc,-5.39703369140625,90.6536865234375,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,22.34348806020275,Sunny,0.0683897778865558
140,qp03r1,-5.39703369140625,90.6646728515625,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,18.93175051979006,Foggy,0.0728134376086571
141,qp03r3,-5.39703369140625,90.6756591796875,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,18.48355770572435,Foggy,0.035128713388216
142,qp03r9,-5.39703369140625,90.6866455078125,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,10.919863631004343,Rainy,0.0303092760974907
143,qp0921,-5.39703369140625,90.7086181640625,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,23.121443900294345,Sunny,0.0213925996399892
144,qp0923,-5.39703369140625,90.7196044921875,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,17.763753413195232,Foggy,0.0040666248609461
145,qp0929,-5.39703369140625,90.7305908203125,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,22.663229023834376,Sunny,0.0178557621874833
146,qp093c,-5.39703369140625,90.7855224609375,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,20.944067839928103,Sunny,0.0155110583037871
147,qp0961,-5.39703369140625,90.7965087890625,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,19.451963772622825,Sunny,0.0849811991276216
148,qp0963,-5.39703369140625,90.8074951171875,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,15.719860284720513,Foggy,0.0395024959580542
149,qp0969,-5.39703369140625,90.8184814453125,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,14.296623466512887,Foggy,0.0124713462292787
150,qp096c,-5.39703369140625,90.8294677734375,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,13.977936160694954,Rainy,0.0282428632681169
151,qp0971,-5.39703369140625,90.8404541015625,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,23.46684106010209,Sunny,0.0023061595525716
152,qp097c,-5.39703369140625,90.8734130859375,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,16.659267402472004,Foggy,0.0729675217184079
153,qp09k1,-5.39703369140625,90.8843994140625,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,18.12886485665768,Foggy,0.0134426283068838
154,qp09k3,-5.39703369140625,90.8953857421875,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,18.3061166445709,Foggy,0.0539867512985063
155,qp09k9,-5.39703369140625,90.9063720703125,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,13.589896043977104,Foggy,0.0112945589656237
156,qp09kc,-5.39703369140625,90.9173583984375,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,17.985628682858938,Foggy,0.0241868699745759
157,qp03m6,-5.39154052734375,90.5877685546875,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,22.21630406616221,Sunny,0.0069606754411182
158,qp03mf,-5.39154052734375,90.6097412109375,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,16.255609581754,Foggy,0.0095581320625894
159,qp03q6,-5.39154052734375,90.6317138671875,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,5.792314373629509,Snowy,0.027035897063655
160,qp03qd,-5.39154052734375,90.6427001953125,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,15.498359865475765,Foggy,0.0407761089757612
161,qp03qf,-5.39154052734375,90.6536865234375,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,6.186266453357494,Snowy,0.1996745256928732
162,qp03r4,-5.39154052734375,90.6646728515625,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,19.80653413673142,Sunny,0.0538378671884831
163,qp03r6,-5.39154052734375,90.6756591796875,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,15.283209321203312,Foggy,0.0542937711681494
164,qp03rd,-5.39154052734375,90.6866455078125,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,15.429142468665043,Foggy,0.0234481800335407
165,qp03rf,-5.39154052734375,90.6976318359375,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,25.19935604436577,Sunny,0.0354435097946812
166,qp0924,-5.39154052734375,90.7086181640625,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,14.950952418493904,Foggy,0.0332214971139807
167,qp0926,-5.39154052734375,90.7196044921875,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,18.819223255588835,Foggy,0.0345015808385375
168,qp092d,-5.39154052734375,90.7305908203125,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,19.247274402898853,Sunny,0.0052123282001123
169,qp096f,-5.39154052734375,90.8294677734375,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,29.4683723186826,Sunny,0.1108605064609694
170,qp0974,-5.39154052734375,90.8404541015625,48,0:0,0,0,0,0,Night,Residential,1,Not Allowed,No,7.303705430534807,Rainy,0.0576421683418079
171,qp0976,-5.39154052734375,90.8514404296875,48,0:0,0,0,0,0,Night,Residential,2,Not Allowed,Yes,9.994762156599776,Rainy,0.0390109339231777
172,qp097d,-5.39154052734375,90.8624267578125,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,26.29580093959528,Sunny,0.0083620841334738
173,qp097f,-5.39154052734375,90.8734130859375,48,0:0,0,0,0,0,Night,Residential,3,Allowed,Yes,30.38585082295308,Sunny,0.0248749649728928
